age,income,loan_amount,term_months,credit_score,num_of_defaults,employment_years,home_ownership,purpose,monthly_payment,dti,prob_default,default
30,56781,1000,36,657,1,22,RENT,other,62.39,0.0132,0.1031,0
46,76283,9955,60,686,0,18,RENT,other,137.43,0.0216,0.0846,0
39,41167,10002,36,548,0,17,RENT,credit_card,284.02,0.0828,0.1819,0
59,37557,32664,60,696,0,11,OWN,credit_card,478.83,0.153,0.2364,1
23,38926,22292,36,680,0,9,MORTGAGE,home_improvement,564.05,0.1739,0.2409,0
65,68031,1000,48,591,0,20,OTHER,debt_consolidation,50.63,0.0089,0.0644,0
33,71202,19695,48,807,1,0,RENT,home_improvement,494.0,0.0833,0.2169,1
48,50674,1000,60,583,1,13,RENT,credit_card,70.32,0.0167,0.1406,0
40,87661,1000,48,701,0,8,RENT,debt_consolidation,37.92,0.0052,0.0692,1
48,50639,19534,36,669,0,25,RENT,other,467.44,0.1108,0.1739,0
28,75846,22447,48,621,0,29,MORTGAGE,other,474.4,0.0751,0.1276,0
61,41359,19587,36,656,0,14,RENT,debt_consolidation,493.79,0.1433,0.2672,1
59,96675,33795,48,687,0,20,OWN,major_purchase,723.54,0.0898,0.1297,0
21,81402,18687,36,849,0,21,RENT,debt_consolidation,452.86,0.0668,0.0616,0
23,47440,16700,48,548,0,22,RENT,credit_card,356.08,0.0901,0.1755,0
33,78690,2839,48,460,0,13,OWN,credit_card,33.28,0.0051,0.1309,0
48,77679,23576,60,579,0,8,OWN,credit_card,397.18,0.0614,0.2049,0
69,81060,1000,36,647,0,10,RENT,credit_card,1.25,0.0002,0.067,0
45,8000,35203,48,696,0,4,OWN,other,655.14,0.9827,1.0,1
53,64387,23707,36,656,0,11,RENT,home_improvement,709.72,0.1323,0.2325,0
58,60845,42897,36,639,0,15,OWN,credit_card,1176.75,0.2321,0.4478,1
26,59421,18893,36,757,0,19,OTHER,home_improvement,503.17,0.1016,0.0975,1
64,54366,24201,48,594,0,27,MORTGAGE,other,497.23,0.1098,0.1897,0
65,54956,12228,48,766,1,2,RENT,debt_consolidation,221.94,0.0485,0.1414,0
52,75662,14567,48,693,1,4,MORTGAGE,debt_consolidation,270.57,0.0429,0.1485,0
65,60789,4484,36,754,0,29,MORTGAGE,other,196.44,0.0388,0.0358,0
67,54338,1000,48,583,0,25,RENT,home_improvement,24.94,0.0055,0.0617,1
41,72787,16894,36,625,0,25,MORTGAGE,other,447.41,0.0738,0.1167,0
36,58360,14508,36,547,0,28,RENT,debt_consolidation,319.99,0.0658,0.1364,0
41,60271,4240,24,671,0,18,MORTGAGE,other,151.06,0.0301,0.0607,0
31,87340,6012,48,672,0,4,RENT,major_purchase,76.7,0.0105,0.0908,1
57,41310,15324,36,790,0,23,MORTGAGE,small_business,404.62,0.1175,0.11,0
56,19685,4068,36,655,0,17,OWN,credit_card,188.97,0.1152,0.1389,0
55,51447,18566,48,543,0,28,RENT,debt_consolidation,458.41,0.1069,0.2305,0
39,54290,4379,36,716,0,3,RENT,credit_card,108.6,0.024,0.0744,0
40,64430,17558,60,586,2,23,RENT,credit_card,258.26,0.0481,0.3014,0
38,52146,3492,36,561,0,14,RENT,credit_card,125.89,0.029,0.1307,0
67,65102,3534,12,699,0,29,RENT,home_improvement,350.43,0.0646,0.0677,0
61,100092,1000,60,596,1,4,RENT,credit_card,3.08,0.0004,0.1566,1
69,66030,13397,24,608,0,7,OWN,debt_consolidation,659.25,0.1198,0.2258,0
34,69546,29540,48,748,0,15,RENT,credit_card,588.39,0.1015,0.133,1
35,47409,28973,36,685,0,21,RENT,debt_consolidation,786.93,0.1992,0.3082,0
51,22294,18240,36,691,0,0,OWN,debt_consolidation,498.79,0.2685,0.4656,0
21,8000,1000,48,553,1,4,RENT,credit_card,3.97,0.006,0.2143,0
23,39626,23438,24,699,0,25,RENT,major_purchase,919.09,0.2783,0.4475,0
36,8000,17256,60,630,0,17,RENT,small_business,326.24,0.4894,0.8609,1
43,60270,10934,36,618,0,15,OWN,credit_card,289.41,0.0576,0.1213,0
31,42343,27073,36,678,0,22,RENT,other,859.7,0.2436,0.3328,1
32,23732,21154,48,650,0,29,RENT,debt_consolidation,479.34,0.2424,0.3298,1
30,52617,34615,12,547,0,9,OWN,other,2900.79,0.6616,0.8308,1
52,35227,1000,36,716,0,3,RENT,other,124.44,0.0424,0.0773,1
36,59015,1725,60,723,0,17,RENT,credit_card,64.66,0.0131,0.0561,0
28,64152,3410,48,608,2,16,RENT,debt_consolidation,105.25,0.0197,0.2084,1
58,35963,12149,36,692,0,20,MORTGAGE,credit_card,304.11,0.1015,0.1086,0
32,45254,30881,48,713,0,26,MORTGAGE,debt_consolidation,631.41,0.1674,0.1904,0
44,54297,8764,60,519,2,25,OTHER,home_improvement,195.89,0.0433,0.2647,0
48,21859,8977,36,613,0,12,OWN,debt_consolidation,289.91,0.1592,0.2371,1
28,54296,19172,36,497,0,7,OWN,credit_card,502.46,0.111,0.3154,1
48,21379,23431,36,694,0,7,MORTGAGE,debt_consolidation,767.69,0.4309,0.7807,1
56,61314,1000,60,681,0,11,RENT,debt_consolidation,6.45,0.0013,0.0671,0
46,41296,25397,48,604,0,28,OWN,debt_consolidation,587.69,0.1708,0.2355,1
28,21269,8447,60,639,0,25,RENT,debt_consolidation,153.86,0.0868,0.1378,0
48,38400,13975,60,624,1,17,OWN,home_improvement,255.72,0.0799,0.1842,1
48,39246,29182,36,507,0,5,RENT,debt_consolidation,793.63,0.2427,0.6735,1
57,71370,12835,12,741,0,6,MORTGAGE,home_improvement,1079.7,0.1815,0.2303,1
61,53466,1000,36,667,0,25,OTHER,home_improvement,-49.67,-0.0111,0.0347,0
56,30874,1000,36,639,0,16,RENT,debt_consolidation,82.98,0.0323,0.0778,0
47,82981,14708,48,640,0,4,MORTGAGE,debt_consolidation,344.02,0.0497,0.1276,0
37,62529,11656,48,699,2,21,RENT,credit_card,335.99,0.0645,0.2776,0
29,43273,15594,36,538,0,22,RENT,other,437.0,0.1212,0.235,0
53,18923,10987,36,588,0,26,OWN,credit_card,255.49,0.162,0.2256,0
40,41508,27414,48,664,0,24,RENT,credit_card,645.95,0.1867,0.2678,0
33,45589,15247,36,728,0,18,OWN,major_purchase,410.33,0.108,0.121,0
48,57380,1000,36,481,1,7,RENT,small_business,-151.28,-0.0316,0.2148,0
68,62145,23165,48,719,0,25,OWN,other,507.68,0.098,0.1101,0
49,66131,34062,36,600,2,18,OWN,credit_card,993.01,0.1802,0.6099,1
33,17770,16549,60,629,0,26,MORTGAGE,debt_consolidation,336.81,0.2274,0.2764,1
66,54170,17325,36,652,0,24,MORTGAGE,major_purchase,436.18,0.0966,0.1172,0
55,46807,7201,48,572,0,7,RENT,debt_consolidation,175.54,0.045,0.1513,0
26,103559,12575,48,563,0,24,RENT,credit_card,290.98,0.0337,0.1303,0
38,51293,20028,24,664,0,20,MORTGAGE,home_improvement,865.36,0.2025,0.2823,0
25,37546,26317,24,782,0,26,MORTGAGE,home_improvement,1066.57,0.3409,0.3965,0
67,52207,19460,36,583,0,24,OWN,home_improvement,558.32,0.1283,0.1855,0
45,49828,33180,24,583,0,28,OWN,debt_consolidation,1438.44,0.3464,0.6997,1
22,10219,15984,36,564,0,18,RENT,other,350.02,0.411,0.8523,1
30,58166,3783,48,634,1,6,OWN,debt_consolidation,78.12,0.0161,0.1338,0
50,43788,4069,48,581,0,2,MORTGAGE,debt_consolidation,134.89,0.037,0.1277,1
65,49466,27344,48,582,0,5,RENT,home_improvement,650.32,0.1578,0.3812,1
25,32528,25071,24,664,0,7,OTHER,other,1122.09,0.414,0.6571,1
53,28121,1000,48,548,0,17,RENT,credit_card,68.07,0.029,0.1051,1
21,67577,12904,36,763,0,14,RENT,credit_card,451.82,0.0802,0.1022,0
38,72169,13268,60,567,0,23,RENT,credit_card,269.93,0.0449,0.1402,0
52,58361,7484,60,729,0,16,OWN,debt_consolidation,8.48,0.0017,0.0489,0
67,13784,1000,48,788,0,3,RENT,home_improvement,-1.65,-0.0014,0.0404,0
69,59661,7263,48,733,0,6,RENT,debt_consolidation,222.65,0.0448,0.0868,0
31,14081,5466,24,725,0,29,OTHER,other,202.27,0.1724,0.1119,0
41,36776,1135,24,705,0,16,RENT,debt_consolidation,112.27,0.0366,0.0713,0
46,67311,23290,60,664,0,21,RENT,debt_consolidation,426.86,0.0761,0.1309,1
45,63151,17829,36,732,0,25,OWN,credit_card,589.41,0.112,0.104,0
42,59139,10358,36,631,0,5,RENT,credit_card,266.09,0.054,0.1528,0
47,76258,1000,60,710,0,29,RENT,credit_card,-75.13,-0.0118,0.0387,0
69,61200,12009,48,727,0,12,RENT,debt_consolidation,239.61,0.047,0.0824,0
33,9619,20210,36,685,0,6,OWN,debt_consolidation,490.22,0.6116,0.8059,1
53,42609,7639,36,631,0,8,MORTGAGE,small_business,189.12,0.0533,0.1293,0
54,49167,3500,12,684,0,22,RENT,credit_card,152.0,0.0371,0.0706,0
61,46825,13769,48,624,0,18,OWN,credit_card,287.71,0.0737,0.1036,0
55,37657,18350,36,611,0,19,RENT,credit_card,531.41,0.1693,0.2591,0
21,29396,1000,60,705,0,12,RENT,credit_card,41.23,0.0168,0.072,0
41,98014,28540,48,660,0,14,OWN,home_improvement,644.05,0.0789,0.1467,0
68,42225,2508,24,704,0,16,RENT,home_improvement,120.6,0.0343,0.0683,0
26,97032,10772,36,660,0,4,OWN,debt_consolidation,266.89,0.033,0.0821,0
48,27174,26812,36,685,0,22,RENT,credit_card,807.43,0.3566,0.6173,0
37,63141,16253,60,747,0,18,OTHER,debt_consolidation,306.53,0.0583,0.0682,0
25,54592,25960,36,638,0,5,OWN,credit_card,717.83,0.1578,0.2978,0
51,31561,30536,60,621,0,11,RENT,credit_card,503.54,0.1915,0.4138,0
25,40648,1000,36,680,0,14,RENT,debt_consolidation,-3.3,-0.001,0.0661,0
58,49697,24020,36,469,1,14,RENT,home_improvement,731.91,0.1767,0.5875,0
23,33117,28254,60,699,1,2,RENT,debt_consolidation,472.8,0.1713,0.485,0
43,44877,11241,12,589,0,3,OWN,other,980.93,0.2623,0.4599,1
57,8000,12037,48,767,0,4,MORTGAGE,debt_consolidation,150.89,0.2263,0.2445,1
57,64230,1000,12,705,0,5,RENT,other,90.69,0.0169,0.0619,0
30,74543,22810,60,714,0,5,RENT,credit_card,394.46,0.0635,0.1509,0
30,59087,1000,60,715,0,16,RENT,debt_consolidation,-41.71,-0.0085,0.042,0
39,95285,24688,60,617,0,27,OWN,debt_consolidation,374.41,0.0472,0.1046,0
37,63641,1000,36,631,0,7,RENT,debt_consolidation,65.42,0.0123,0.0857,0
41,72856,28906,24,531,0,18,OTHER,debt_consolidation,1234.71,0.2034,0.4266,1
34,74767,18962,36,754,0,19,MORTGAGE,debt_consolidation,541.7,0.0869,0.086,0
29,8000,25089,36,559,0,23,OTHER,debt_consolidation,762.04,1.1431,0.9218,1
66,58473,6872,48,648,0,20,RENT,debt_consolidation,171.89,0.0353,0.084,0
21,22341,1665,36,735,0,21,OWN,credit_card,116.53,0.0626,0.0483,0
65,26381,1000,24,757,0,12,MORTGAGE,debt_consolidation,-3.6,-0.0016,0.0341,0
33,29860,25912,48,632,0,28,MORTGAGE,home_improvement,551.84,0.2218,0.3375,0
24,43745,21629,60,530,1,14,RENT,debt_consolidation,365.39,0.1002,0.4517,1
21,63009,21984,60,666,0,16,OTHER,other,305.79,0.0582,0.1184,0
69,58679,17914,36,673,0,23,MORTGAGE,credit_card,586.42,0.1199,0.1432,0
60,49748,20438,36,679,0,20,RENT,home_improvement,544.89,0.1314,0.2068,0
52,64453,12083,36,628,0,16,OWN,debt_consolidation,355.2,0.0661,0.1003,0
54,65669,18703,36,640,0,22,RENT,credit_card,495.13,0.0905,0.1554,0
48,58852,6431,36,601,0,1,MORTGAGE,debt_consolidation,235.61,0.048,0.114,0
51,15509,11572,60,661,0,27,OWN,other,180.1,0.1394,0.1488,0
28,35213,45433,24,706,0,21,RENT,other,1879.97,0.6407,0.958,1
59,50526,15389,36,668,0,29,RENT,home_improvement,428.55,0.1018,0.1385,0
46,64669,1000,24,646,1,2,RENT,major_purchase,45.89,0.0085,0.1633,0
54,23428,10914,36,728,0,21,RENT,home_improvement,275.74,0.1412,0.1424,0
23,49773,4424,24,667,0,8,RENT,debt_consolidation,145.74,0.0351,0.0945,1
32,18687,16592,36,652,0,5,OWN,home_improvement,433.93,0.2787,0.3978,0
21,70518,6106,36,655,0,0,MORTGAGE,debt_consolidation,161.85,0.0275,0.0937,0
64,54846,12881,36,565,0,21,OWN,home_improvement,371.39,0.0813,0.153,1
25,23077,7601,36,573,1,18,OWN,debt_consolidation,190.82,0.0992,0.2287,0
50,22945,16971,48,641,0,3,RENT,debt_consolidation,296.66,0.1552,0.3447,1
50,57748,8726,36,598,0,12,RENT,credit_card,181.97,0.0378,0.1417,0
37,77495,18568,24,646,1,19,MORTGAGE,debt_consolidation,727.99,0.1127,0.2351,0
68,28064,34485,60,709,0,24,RENT,home_improvement,591.31,0.2528,0.426,0
67,65732,3455,36,699,1,7,RENT,credit_card,139.81,0.0255,0.1154,0
43,39155,22238,48,677,0,22,RENT,other,408.1,0.1251,0.1911,0
35,66463,1000,60,709,0,4,OWN,debt_consolidation,37.92,0.0068,0.0572,0
57,63663,12672,36,722,0,9,MORTGAGE,home_improvement,370.53,0.0698,0.104,0
41,53105,17289,60,719,0,26,OWN,small_business,379.92,0.0858,0.1061,0
34,13312,7519,60,717,0,19,RENT,debt_consolidation,241.5,0.2177,0.2665,0
22,63623,1000,36,566,0,28,MORTGAGE,major_purchase,80.86,0.0153,0.0709,0
31,60040,14619,60,517,0,18,RENT,debt_consolidation,278.86,0.0557,0.1933,0
59,58208,30321,24,595,0,11,OWN,debt_consolidation,1290.0,0.2659,0.529,1
58,53913,13535,36,618,0,0,RENT,debt_consolidation,339.4,0.0755,0.2053,0
54,32424,20585,60,715,0,8,MORTGAGE,home_improvement,285.87,0.1058,0.1567,0
58,71659,26268,60,643,0,23,MORTGAGE,debt_consolidation,359.88,0.0603,0.1333,0
54,67962,39714,48,616,0,15,OWN,debt_consolidation,835.25,0.1475,0.2768,0
38,28491,4477,24,661,1,16,OWN,credit_card,148.96,0.0627,0.1371,0
50,76285,5508,36,687,0,17,OWN,debt_consolidation,192.7,0.0303,0.0661,0
35,52633,12077,48,704,0,13,RENT,home_improvement,195.39,0.0445,0.0904,0
47,52582,21154,36,621,1,16,MORTGAGE,debt_consolidation,600.28,0.137,0.3525,0
54,46472,1000,60,583,0,0,OWN,debt_consolidation,-21.5,-0.0056,0.077,0
58,48440,21537,36,595,0,29,OWN,credit_card,529.32,0.1311,0.197,0
53,77417,16482,36,658,0,24,RENT,credit_card,417.16,0.0647,0.1184,0
44,70661,9660,24,576,0,20,RENT,small_business,370.14,0.0629,0.1859,0
35,70236,19255,36,716,0,14,OWN,credit_card,533.81,0.0912,0.1254,0
50,53691,23896,48,577,0,18,OWN,other,467.61,0.1045,0.2286,0
62,67783,25280,36,540,0,1,RENT,debt_consolidation,655.9,0.1161,0.4032,0
37,33313,15147,48,660,0,27,RENT,credit_card,275.48,0.0992,0.1173,0
25,61668,18260,24,630,0,29,OWN,home_improvement,574.24,0.1117,0.147,0
49,46930,17883,36,682,0,23,RENT,home_improvement,477.77,0.1222,0.1583,0
24,8803,27311,48,615,0,23,RENT,other,570.67,0.7779,0.9339,1
30,18277,18812,24,678,1,13,OWN,credit_card,762.74,0.5008,0.9823,1
37,36740,21452,48,720,0,21,RENT,debt_consolidation,456.82,0.1492,0.1892,0
30,58303,23926,48,606,0,1,MORTGAGE,other,546.72,0.1125,0.2564,1
37,36758,34585,48,685,0,26,RENT,debt_consolidation,773.49,0.2525,0.4492,0
40,38177,9141,36,775,1,14,MORTGAGE,debt_consolidation,302.8,0.0952,0.1398,0
44,65265,31257,60,703,0,0,MORTGAGE,credit_card,490.18,0.0901,0.2077,0
25,38899,39710,60,594,0,21,RENT,debt_consolidation,615.4,0.1898,0.3785,0
54,76616,9779,36,673,0,0,MORTGAGE,debt_consolidation,243.58,0.0382,0.1089,0
26,73302,12832,48,558,1,11,MORTGAGE,other,297.49,0.0487,0.2072,0
22,50437,10715,24,568,0,21,MORTGAGE,debt_consolidation,462.04,0.1099,0.1544,1
33,65069,21568,12,754,1,14,OWN,home_improvement,1759.23,0.3244,0.526,1
63,62344,1000,36,678,0,25,OWN,debt_consolidation,81.63,0.0157,0.041,0
63,45086,10005,60,757,0,17,OWN,debt_consolidation,111.32,0.0296,0.0542,1
68,67232,12263,48,679,0,14,RENT,debt_consolidation,229.35,0.0409,0.1022,0
31,70178,11389,36,611,0,6,MORTGAGE,credit_card,326.81,0.0559,0.1207,0
67,30951,11288,24,653,0,11,OWN,debt_consolidation,512.01,0.1985,0.2471,1
43,53070,10107,60,668,0,9,OWN,home_improvement,226.37,0.0512,0.0846,0
36,52850,22773,36,804,1,1,MORTGAGE,home_improvement,647.82,0.1471,0.2613,0
51,66992,20382,36,699,0,1,OTHER,credit_card,504.31,0.0903,0.1506,1
31,41122,32034,60,597,0,5,RENT,debt_consolidation,586.84,0.1712,0.3853,1
36,38044,22799,48,636,0,19,MORTGAGE,debt_consolidation,422.9,0.1334,0.2175,1
28,53379,4024,36,683,0,5,OWN,credit_card,87.81,0.0197,0.0769,0
24,73627,13299,36,573,0,27,OWN,small_business,320.17,0.0522,0.1201,0
60,26012,12237,60,648,0,23,OTHER,credit_card,199.41,0.092,0.1041,0
24,29503,17552,60,635,0,26,MORTGAGE,credit_card,241.5,0.0982,0.1365,0
45,39589,25932,24,684,0,9,OWN,other,1104.11,0.3347,0.6328,1
23,43148,16858,36,643,0,2,RENT,debt_consolidation,489.04,0.136,0.2367,0
52,14688,16884,36,552,0,15,OWN,debt_consolidation,506.69,0.414,0.8494,1
23,79963,15100,36,646,0,4,OWN,credit_card,433.7,0.0651,0.1189,0
47,47393,23105,48,703,0,4,RENT,debt_consolidation,492.53,0.1247,0.2349,1
49,44397,9310,36,751,0,9,OWN,other,209.59,0.0566,0.0624,0
52,82452,1000,48,717,2,24,RENT,credit_card,-13.07,-0.0019,0.1414,0
39,64355,21445,48,538,0,22,OWN,debt_consolidation,441.7,0.0824,0.1738,0
41,39291,18751,48,556,0,12,MORTGAGE,debt_consolidation,389.77,0.119,0.2538,0
25,53292,28234,60,575,0,24,RENT,credit_card,453.87,0.1022,0.2099,0
38,49165,1000,36,755,0,23,MORTGAGE,credit_card,55.61,0.0136,0.032,0
48,78967,13996,36,684,1,2,RENT,other,504.62,0.0767,0.2718,1
62,46651,16067,48,834,0,17,OWN,credit_card,354.97,0.0913,0.0772,0
42,21158,1000,60,739,1,18,OWN,home_improvement,-16.86,-0.0096,0.0675,0
41,12455,14134,36,656,0,5,MORTGAGE,debt_consolidation,431.68,0.4159,0.7738,0
26,79503,26869,60,618,0,26,MORTGAGE,debt_consolidation,416.64,0.0629,0.1373,0
21,34227,35861,24,676,0,27,RENT,home_improvement,1511.91,0.5301,0.9942,1
25,63404,24824,12,708,0,25,RENT,other,2092.38,0.396,0.5432,0
61,51435,11755,36,734,0,19,OWN,credit_card,338.08,0.0789,0.0716,0
32,41666,27615,60,629,0,26,OWN,credit_card,430.57,0.124,0.159,0
46,44803,24114,36,803,0,0,RENT,credit_card,673.58,0.1804,0.2524,1
66,81667,10156,12,646,0,9,RENT,credit_card,821.19,0.1207,0.2258,1
54,21038,9182,60,732,0,9,RENT,debt_consolidation,127.67,0.0728,0.1077,0
69,42270,13314,48,673,0,28,RENT,home_improvement,194.88,0.0553,0.0891,0
34,68131,4491,60,625,1,24,OWN,credit_card,68.7,0.0121,0.1102,1
46,24337,11892,36,512,0,21,OWN,debt_consolidation,438.58,0.2163,0.4261,0
65,76345,19867,24,563,0,0,OWN,credit_card,702.66,0.1104,0.291,0
47,67844,25385,36,732,0,18,RENT,debt_consolidation,593.93,0.1051,0.167,0
29,55435,11211,48,702,0,10,MORTGAGE,credit_card,236.44,0.0512,0.0769,0
46,39936,28884,48,691,0,26,OWN,home_improvement,639.28,0.1921,0.2372,1
67,21768,21501,48,758,0,12,RENT,debt_consolidation,380.69,0.2099,0.265,0
42,64140,21956,48,581,0,16,RENT,home_improvement,468.22,0.0876,0.2028,0
67,104972,5809,36,616,0,27,OWN,credit_card,153.29,0.0175,0.0551,0
50,52917,33077,48,621,1,24,OWN,other,658.98,0.1494,0.4203,1
63,13479,20533,36,556,0,19,OWN,small_business,589.43,0.5248,0.8957,1
68,59150,11673,24,594,0,17,MORTGAGE,credit_card,436.0,0.0885,0.1462,0
37,67205,9908,36,574,0,3,MORTGAGE,debt_consolidation,326.11,0.0582,0.1451,0
46,31642,11895,48,540,0,14,MORTGAGE,home_improvement,152.17,0.0577,0.17,0
56,37089,4816,60,587,0,1,RENT,credit_card,76.15,0.0246,0.1375,0
21,35052,24883,36,645,1,5,RENT,credit_card,696.57,0.2385,0.5343,1
28,39372,5840,36,775,1,21,RENT,debt_consolidation,153.9,0.0469,0.0905,0
69,46556,17898,12,578,0,26,OWN,home_improvement,1465.86,0.3778,0.7288,1
55,32781,10500,60,725,0,22,RENT,debt_consolidation,206.44,0.0756,0.1017,0
35,25283,21707,48,665,1,8,MORTGAGE,debt_consolidation,431.81,0.205,0.4697,1
67,53487,23067,60,680,0,10,RENT,other,308.56,0.0692,0.1568,0
42,46346,8560,60,660,0,24,RENT,credit_card,108.5,0.0281,0.0831,0
34,41275,14661,36,520,0,19,RENT,home_improvement,412.03,0.1198,0.284,1
46,51663,1000,24,576,0,15,RENT,home_improvement,14.28,0.0033,0.0977,0
48,19596,32005,36,690,0,24,RENT,debt_consolidation,872.79,0.5345,0.8617,1
43,55264,25680,12,653,0,7,RENT,home_improvement,2178.66,0.4731,0.973,1
34,41686,1044,24,534,0,27,RENT,debt_consolidation,13.65,0.0039,0.0824,0
44,54789,6330,36,634,0,16,MORTGAGE,major_purchase,171.08,0.0375,0.0845,0
22,57992,13651,48,691,0,22,RENT,home_improvement,274.62,0.0568,0.0814,0
65,72623,15387,36,562,0,22,RENT,debt_consolidation,481.14,0.0795,0.1818,0
46,52059,8139,36,622,0,25,RENT,debt_consolidation,228.52,0.0527,0.1074,1
34,71334,3550,48,756,0,3,MORTGAGE,home_improvement,114.02,0.0192,0.0532,0
27,43561,18950,24,691,0,6,OWN,credit_card,753.6,0.2076,0.3009,0
23,44516,32394,48,761,0,10,OTHER,home_improvement,762.53,0.2056,0.2696,1
67,48181,15546,48,623,0,26,OWN,debt_consolidation,365.41,0.091,0.1392,0
43,65482,12082,36,725,0,10,OTHER,major_purchase,418.51,0.0767,0.0951,0
66,62619,11031,48,577,0,10,RENT,debt_consolidation,239.78,0.046,0.1349,0
63,52701,4032,36,708,1,25,RENT,home_improvement,81.71,0.0186,0.0781,1
67,25445,8280,24,599,0,25,OWN,debt_consolidation,333.6,0.1573,0.2019,0
65,62261,26361,36,682,0,20,OTHER,debt_consolidation,742.73,0.1432,0.1919,0
38,32771,1000,60,685,0,20,MORTGAGE,home_improvement,26.49,0.0097,0.0388,0
58,31682,15701,24,698,0,14,OWN,debt_consolidation,633.75,0.24,0.2914,0
55,27230,15279,36,579,0,4,RENT,other,423.72,0.1867,0.4521,1
35,48336,16183,60,672,0,5,RENT,home_improvement,282.45,0.0701,0.1747,0
45,74234,22274,36,651,0,22,RENT,other,578.0,0.0934,0.1394,0
57,30692,15611,36,737,0,4,RENT,debt_consolidation,415.22,0.1623,0.2027,0
48,83571,10460,60,605,0,8,RENT,debt_consolidation,241.22,0.0346,0.1114,0
30,68196,8433,36,558,0,29,RENT,credit_card,294.27,0.0518,0.129,1
59,20707,27983,48,534,0,27,MORTGAGE,debt_consolidation,543.28,0.3148,0.5221,0
37,42344,25410,48,630,0,10,RENT,credit_card,624.06,0.1769,0.3133,0
59,29194,43776,48,620,0,24,RENT,home_improvement,872.18,0.3585,0.6683,0
42,63299,12190,60,628,0,29,RENT,home_improvement,223.52,0.0424,0.1017,0
46,30236,8617,60,629,0,22,RENT,debt_consolidation,210.05,0.0834,0.1355,0
64,17577,19531,48,747,0,25,RENT,major_purchase,367.04,0.2506,0.3007,0
45,43485,19290,60,639,0,2,RENT,credit_card,265.11,0.0732,0.2104,1
37,73387,21363,60,729,0,19,MORTGAGE,credit_card,380.58,0.0622,0.0904,0
33,46149,23471,60,676,0,3,RENT,debt_consolidation,387.61,0.1008,0.2321,0
40,57968,21266,48,586,0,22,RENT,credit_card,425.7,0.0881,0.1652,0
45,58744,25750,36,650,0,14,OWN,home_improvement,647.51,0.1323,0.2188,0
24,19754,27080,48,758,0,17,RENT,major_purchase,630.03,0.3827,0.6523,0
30,32012,27258,24,721,0,26,RENT,debt_consolidation,1148.33,0.4305,0.7003,1
23,50129,1000,36,734,0,4,RENT,home_improvement,62.16,0.0149,0.0549,0
61,38852,17323,24,685,1,10,RENT,debt_consolidation,780.04,0.2409,0.4872,1
65,84089,5767,60,616,0,10,MORTGAGE,small_business,9.23,0.0013,0.1098,0
38,25433,25554,36,764,0,3,MORTGAGE,home_improvement,718.78,0.3391,0.5594,0
67,31814,1000,48,689,0,15,RENT,major_purchase,-54.96,-0.0207,0.05,0
56,55810,29692,48,715,0,25,OWN,credit_card,656.12,0.1411,0.1706,0
67,37442,6353,24,657,0,10,RENT,debt_consolidation,332.04,0.1064,0.1432,0
42,8000,4061,48,577,0,24,RENT,credit_card,80.14,0.1202,0.1496,0
54,88693,18562,48,677,1,0,RENT,debt_consolidation,383.26,0.0519,0.2413,0
67,28513,11267,60,768,0,25,OWN,debt_consolidation,216.5,0.0911,0.0669,0
28,61217,32793,24,706,1,12,RENT,debt_consolidation,1390.17,0.2725,0.699,0
60,24932,28630,36,688,0,29,OWN,major_purchase,784.22,0.3775,0.5107,0
69,32739,9891,48,589,2,18,MORTGAGE,debt_consolidation,241.43,0.0885,0.3283,0
64,17541,25424,12,756,0,5,MORTGAGE,other,2106.88,1.4413,0.8734,0
39,35176,9547,36,744,0,26,RENT,debt_consolidation,280.51,0.0957,0.0853,0
62,37114,9460,36,525,0,19,RENT,other,200.08,0.0647,0.1592,0
61,47348,22141,48,715,1,18,RENT,other,518.84,0.1315,0.2637,0
57,42548,29558,36,632,0,5,MORTGAGE,debt_consolidation,777.44,0.2193,0.3981,1
26,21169,10589,48,670,0,12,MORTGAGE,other,236.44,0.134,0.1499,0
46,39522,11350,60,592,0,10,MORTGAGE,other,132.82,0.0403,0.1109,0
54,78940,18012,48,658,0,18,OWN,debt_consolidation,353.08,0.0537,0.1006,0
65,76567,6060,36,572,0,6,OWN,other,142.52,0.0223,0.1063,0
26,59113,30654,36,593,0,11,RENT,debt_consolidation,877.61,0.1782,0.3585,0
57,63261,5964,36,686,0,15,MORTGAGE,debt_consolidation,239.57,0.0454,0.0701,0
53,91216,8668,12,597,0,0,MORTGAGE,credit_card,684.15,0.09,0.2023,0
42,61424,32672,36,680,1,24,RENT,debt_consolidation,861.94,0.1684,0.3534,1
41,62883,17145,36,657,0,14,RENT,debt_consolidation,528.24,0.1008,0.197,1
26,18708,34435,48,816,1,12,MORTGAGE,other,681.72,0.4373,0.738,0
26,27747,12807,60,604,0,9,RENT,other,329.48,0.1425,0.2298,0
68,49346,40195,60,626,0,17,MORTGAGE,major_purchase,616.89,0.15,0.2792,0
24,33851,21156,24,599,0,3,RENT,credit_card,917.8,0.3254,0.5953,0
50,30040,7475,48,750,0,21,RENT,other,78.9,0.0315,0.0575,0
31,32350,7321,12,657,0,5,OWN,debt_consolidation,559.23,0.2074,0.2689,0
50,21528,1000,48,638,0,26,OWN,other,-28.16,-0.0157,0.0437,0
51,34172,1521,24,703,0,7,RENT,debt_consolidation,33.49,0.0118,0.0721,0
